% # columns="iteration, evaluation, void, void, void, xmean", seed=159841, Tue Apr  8 07:49:09 2025, <python>{}</python> # scaling_of_variables: 1, typical_x: 0
1 7 0 0 0 8.488444110806292 10.657192318912038 0.0005458435046782916
2 14 0 0 0 7.041871925881776 11.163587112512362 0.00033641648150938794
3 21 0 0 0 5.694447988120933 12.054119294061318 0.0020122404006979186
4 28 0 0 0 5.204843752780029 12.209759189525833 0.002083831493959238
5 35 0 0 0 4.7519967279272635 12.368903011883148 0.0011812965300490484
6 42 0 0 0 4.460337786415906 12.835301746148916 0.0012827523171709306
7 49 0 0 0 4.473947461100142 13.004814421738965 0.0026524781486334586
8 56 0 0 0 4.803642982239238 12.785141728080903 0.0022263442546463794
9 63 0 0 0 4.789210766820659 13.059984344193271 0.003675262924693912
10 70 0 0 0 4.696853342274531 12.444434939439914 0.004225240958509267
11 77 0 0 0 4.717435733036526 11.744388286874313 0.004092505769997529
12 84 0 0 0 4.765756399057026 11.435133191492316 0.004115176325908863
13 91 0 0 0 4.7749609844496845 10.596916759289421 0.0030462167297762967
14 98 0 0 0 4.877882315776102 9.593736121810826 0.003650335902582118
15 105 0 0 0 4.671509387133945 9.891188913757263 0.005351127289094362
16 112 0 0 0 4.889613423186914 10.149401393332077 0.0049535532081540195
