% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sigma_vec.scaling*sqrt(diag(C))", seed=159841, Tue Apr  8 07:49:09 2025, <python>{}</python>
1 7 1.1390941495371811 0 0 1.3604015751438299 1.065165047998702 0.00333
2 14 1.3670170721207124 0 0 1.9520492973349755 1.36781834069421 0.00333
3 21 1.5704316336047333 0 0 2.2480948320315 1.6427973898121144 0.00333
4 28 1.4896961264444781 0 0 2.0003728832609116 1.495623865784741 0.002927941240631602
5 35 1.3155717423031397 0 0 1.6541527478236153 1.1460307803051741 0.0025102006568430042
6 42 1.1254834386119117 0 0 1.2894360805521017 0.9459768773441243 0.0019542157948705787
7 49 1.052640804374489 0 0 1.0416923434278094 0.869057732050708 0.0019275444812980077
8 56 0.8176096656446766 0 0 0.6992514847832626 0.6182655835696023 0.00144376880301531
9 63 0.8662874001847576 0 0 0.6780004957490785 0.6436793637082276 0.0015090066559253937
10 70 0.8673706224392501 0 0 0.5773459623687358 0.6980634441720962 0.001514891711707005
11 77 0.9511795028366343 0 0 0.5641015731534575 0.8889317802915833 0.0015628573369988593
12 84 0.9189013100400698 0 0 0.504711017281795 0.8777848711949569 0.0013286527979152838
13 91 1.1268795527331792 0 0 0.5195857863224064 1.1873605262138966 0.0017106941980085495
14 98 1.2672920749379557 0 0 0.4823351960395114 1.5114808539231663 0.0018982310631745975
15 105 1.2381870801580115 0 0 0.370936522710453 1.509987008636915 0.002050220638913706
16 112 1.0071006855061237 0 0 0.24129451461525042 1.2485234917976296 0.001631408057881504
